n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
0,1.9995373333333335,0.005576735982832737,1.9970496666666666,0.005393441222653889
1,1.8464266666666667,0.009478831163293367,1.8422993333333333,0.008486303330792574
2,1.7271086666666668,0.013962484433493773,1.721897,0.012484926031018351
3,1.6229893333333336,0.008825058917020774,1.6162540000000003,0.007289412367719803
4,1.5336649999999998,0.007651250529597548,1.5256393333333331,0.006190194683709228
5,1.4606386666666669,0.008617623892672226,1.4512933333333333,0.006428456856474624
6,1.3936883333333334,0.006218384695579853,1.3831426666666669,0.0030113295328734312
7,1.3353223333333333,0.007371502439952236,1.3236043333333334,0.004447533573666305
8,1.2824856666666666,0.006830898249051027,1.269692,0.002297437848270612
9,1.23375,0.007259378669463886,1.2199813333333334,0.002060044713646323
10,1.1894113333333332,0.006535033299243556,1.1745336666666666,0.0014756895186845917
11,1.1506213333333333,0.007116031681273552,1.1345786666666668,0.0010296298148147628
12,1.1154623333333333,0.00634572897484769,1.0986773333333335,0.0007385672315745299
13,1.082533,0.006250174450898667,1.064889,0.0004832356223072204
14,1.0517476666666667,0.006668215869997658,1.033326,0.00032207245561626874
15,1.0240696666666667,0.006133607113454743,1.004844,0.001182290432451636
16,0.9986893333333334,0.006553177973743399,0.9786893333333334,0.001146689243963768
17,0.9748563333333333,0.006835714365659885,0.9540193333333334,0.0010135299151425574
18,0.9528496666666667,0.006540919422289866,0.9312486666666667,0.0017362300794793613
19,0.9321006666666666,0.006616547454845492,0.9098229999999999,0.0018489577244130214
20,0.9141563333333332,0.006617587542971303,0.8911043333333334,0.003090616155756361
21,0.896356,0.006598734777718119,0.8726753333333334,0.0031984547658031283
22,0.8806816666666667,0.006311067756110841,0.8562263333333333,0.003920835993622908
23,0.865729,0.0069106825036798335,0.8406506666666668,0.0037360871093818342
24,0.8511533333333333,0.007118058927045254,0.8252886666666667,0.004109006719661343
25,0.8373686666666668,0.007155837818794443,0.810815,0.004177099791322504
26,0.824574,0.00727134338803131,0.797387,0.004494875378324354
27,0.8129826666666666,0.007401518147575461,0.7851716666666667,0.0043015316910245995
28,0.801742,0.007496091915124862,0.773403,0.0043400586017548985
29,0.7913323333333334,0.006885621459889357,0.7622703333333334,0.004692485434772863
30,0.781879,0.006867757906818429,0.752263,0.0050469676704598355
31,0.7727373333333333,0.007266168010413439,0.742477,0.0044571966526058
32,0.7637363333333335,0.006921291080587649,0.7328566666666667,0.004410837587377546
33,0.7556773333333333,0.0068754165611175306,0.7241106666666667,0.004343211203194647
34,0.7480316666666665,0.007012202522904098,0.71582,0.0042299468869793745
35,0.7407703333333334,0.007275333867863993,0.7080956666666666,0.004277764707050719
36,0.7335180000000001,0.006958687951043667,0.7002923333333334,0.00456708384955748
37,0.7267933333333333,0.007076074256880666,0.6929243333333334,0.0041777546069097
38,0.7198860000000001,0.006906832317833336,0.6854633333333333,0.0040857381490034764
39,0.7138939999999999,0.0071057515201888855,0.679033,0.003765615576060143
40,0.7080380000000001,0.007030179561481089,0.6725596666666668,0.0037120910848499216
41,0.7023600000000001,0.0070568596887473,0.6662006666666667,0.003535577777707939
42,0.696851,0.006885071144633625,0.660091,0.0037559058383653107
43,0.6918446666666668,0.006822036564610977,0.65457,0.00373043491655686
44,0.686871,0.006720945518799174,0.648972,0.00398590842845139
45,0.6821829999999999,0.006581698007859903,0.6436943333333333,0.003975675819558517
46,0.6776053333333333,0.006630879898039336,0.6385296666666668,0.0039055678488821937
47,0.67355,0.006636419114753568,0.6339793333333333,0.003973181121245576
48,0.6696656666666666,0.00665946145637089,0.629482,0.0040011508344474905
49,0.6654446666666666,0.006621220548777685,0.624672,0.004035213996803631
50,0.6615353333333333,0.006804873857921402,0.620089,0.003871910209013948
51,0.6577896666666666,0.006940580251118916,0.6157866666666667,0.0038724319949555892
52,0.6543866666666666,0.006742964992411615,0.6119309999999999,0.0039515208042811625
53,0.6509873333333333,0.00675391414086843,0.6080333333333333,0.003983658815154175
54,0.6476713333333333,0.006772328517988117,0.6041443333333333,0.003961470630404234
55,0.6444376666666666,0.006765682095858641,0.6004519999999999,0.003976840538249756
56,0.6412513333333333,0.006668561180811206,0.59664,0.004119633559755843
57,0.6382526666666667,0.006605082201523983,0.5930559999999999,0.004212372332387868
58,0.6354540000000001,0.006627885333950817,0.5896273333333334,0.004193424402826703
59,0.6327029999999999,0.006598184447255174,0.5864166666666666,0.004126143504802283
60,0.6299996666666666,0.006507467010203644,0.5831153333333333,0.004224059211495759
61,0.6276103333333334,0.006445422475593736,0.580234,0.004284775840111142
62,0.6249833333333333,0.006519992143826194,0.57714,0.004251543798041691
63,0.6226466666666667,0.0065195427924220695,0.57415,0.004303478670409143
64,0.6203926666666667,0.006547263771140463,0.571336,0.004369429253346475
65,0.6180886666666666,0.006533352499971876,0.5685223333333332,0.004423256442436463
66,0.6157033333333333,0.006431237845253625,0.5656136666666667,0.004553932683833718
67,0.6135216666666667,0.006419134538411094,0.562828,0.004616368269538293
68,0.611533,0.0063959801959251605,0.5602516666666667,0.0045868763760198526
69,0.6094559999999999,0.0064209722524448554,0.557722,0.004568319384631512
70,0.6075933333333333,0.00648093009443005,0.5553596666666667,0.004538828140488353
71,0.605492,0.006642576357609048,0.55279,0.004309158231797329
72,0.603642,0.006531932638966821,0.5505036666666666,0.004346729984201404
73,0.6018290000000001,0.006585791119270838,0.5482316666666667,0.0042773080579053815
74,0.6000719999999999,0.006608766501145786,0.5458356666666667,0.004228054740526535
75,0.598338,0.006638228528756739,0.543695,0.004164009365983674
76,0.5967126666666666,0.006618990121024672,0.541552,0.00412670433477691
77,0.595229,0.006714254835795278,0.5397076666666667,0.004082023218399854
78,0.5936996666666666,0.006791701275985471,0.5376696666666667,0.003979517084047021
79,0.5921883333333333,0.006806766110928822,0.535733,0.004009419243065823
80,0.590674,0.00681423867109645,0.5337593333333334,0.004060497862194846
81,0.58922,0.006825510579192336,0.5318679999999999,0.003989424603456811
82,0.5876483333333334,0.006726033865180562,0.530002,0.004136462578903189
83,0.5863813333333333,0.006673851927901607,0.5282089999999999,0.004237490766951588
84,0.5849903333333334,0.0067534046886654825,0.526372,0.00421369536946687
85,0.5836819999999999,0.006798488704606835,0.5245663333333334,0.0041941802801289145
86,0.5823433333333333,0.0066710137327262555,0.522772,0.004256963236862614
87,0.5810533333333333,0.006740582434445509,0.520954,0.004296180939702909
88,0.5798456666666666,0.0066531100663941465,0.5193496666666667,0.004429993704535277
89,0.5785926666666666,0.00672537445467207,0.5175783333333334,0.004477494636760883
90,0.577289,0.006742911290137721,0.515841,0.00442141071001857
91,0.576132,0.0066957998775351935,0.5142086666666666,0.0044540688763821034
92,0.575014,0.006790046686142896,0.5125109999999999,0.004405493464603769
93,0.5738746666666666,0.0066648611555097164,0.5109309999999999,0.004442259109957457
94,0.572761,0.006645247524860653,0.5093476666666666,0.00446549021820548
95,0.5716783333333333,0.006594359829092994,0.507775,0.004443610318948623
96,0.5705493333333332,0.006538922456252921,0.5061363333333333,0.004439952352096675
97,0.5695036666666666,0.006398681860786272,0.504558,0.004406475311024271
98,0.568397,0.00639421134047558,0.5030003333333334,0.004363859555739858
99,0.5674633333333333,0.006448000534187993,0.5015839999999999,0.004298774476522355
100,0.5664166666666667,0.006455928868532826,0.5000853333333334,0.004445693071826808
101,0.5654463333333334,0.006447898486242543,0.4985740000000001,0.004448047062101141
102,0.5645310000000001,0.006470513014179533,0.49714566666666665,0.0045269570599048205
103,0.563527,0.006445508668832899,0.49580166666666664,0.004430222141408046
104,0.5626133333333333,0.006406201439924351,0.4944226666666667,0.004422319175374931
105,0.5617743333333333,0.00659200082591686,0.49309333333333333,0.004298999909539698
106,0.5608943333333333,0.006550582281158083,0.49176966666666666,0.004259060485860983
107,0.5599956666666667,0.006579215978282589,0.490499,0.004230761239619507
108,0.5590743333333333,0.006481155572546859,0.489118,0.004316284127193989
109,0.5582993333333334,0.006446335927400055,0.4878036666666667,0.004319587351691014
110,0.5575206666666667,0.006480317087578031,0.4866243333333333,0.0044079328740603925
111,0.5567143333333333,0.006396718811668627,0.48536533333333337,0.0045214093918698435
112,0.5559436666666667,0.0064196841736092695,0.48417466666666664,0.004434026186461059
113,0.5552020000000001,0.006510791708130954,0.48294433333333336,0.004488874865214624
114,0.5543803333333334,0.0065370889205788926,0.4817283333333333,0.004458630382627466
115,0.5535606666666666,0.0065175878121348455,0.480518,0.004522560631618639
116,0.552791,0.006591043973959393,0.47926833333333335,0.004513156052648253
117,0.5520036666666667,0.006539221887112326,0.47804833333333335,0.00445962811105241
118,0.5513173333333333,0.00667038431343266,0.476885,0.004314976322839626
119,0.550678,0.0066763944361209185,0.47570633333333334,0.004318265572606152
120,0.5500200000000001,0.006714441351792905,0.4745256666666666,0.0044152129683125855
121,0.5493336666666666,0.006615289176512925,0.473365,0.004374627069819788
122,0.548587,0.006633145005701778,0.47223499999999996,0.00440985472171892
123,0.5479826666666666,0.006600948686026565,0.4710833333333333,0.004470658141954277
124,0.547292,0.0065654008255399045,0.46988,0.004496413978568548
125,0.5466856666666667,0.00663876305413054,0.468833,0.00453745677665364
126,0.545994,0.006623820649745897,0.4676376666666667,0.004472493140172368
127,0.5453936666666667,0.0065464022859039895,0.466429,0.004514853707485996
128,0.544814,0.0065858686594859935,0.46541966666666673,0.004584955858263226
129,0.5441916666666667,0.006572244686727846,0.46440966666666667,0.004618910140811255
130,0.5437263333333333,0.0065525880044113504,0.4633933333333333,0.00461913414204678
131,0.5432006666666667,0.006438611513534751,0.462455,0.0046501110381007744
132,0.542704,0.006483341319618044,0.4615123333333333,0.004613124561750118
133,0.5421306666666666,0.006529533027373056,0.4605270000000001,0.0045687670838714
134,0.5415326666666666,0.006521805084143191,0.45955166666666664,0.004547183914859344
135,0.5409753333333334,0.00660085536544737,0.45847499999999997,0.004608843962065382
136,0.5404260000000001,0.006447760593156837,0.45745900000000006,0.004676342659244163
137,0.539936,0.006404181914967728,0.45651933333333333,0.004681771483340711
138,0.539413,0.006450619660156686,0.455617,0.0045952898348925264
139,0.5389303333333333,0.006595851743499278,0.4547003333333333,0.00456559337752377
140,0.538322,0.006679498933303317,0.45369166666666666,0.004599322003174903
141,0.5377103333333333,0.006743435441639176,0.4526406666666667,0.004585858359008578
142,0.5372063333333333,0.006789383591722876,0.4516753333333334,0.004648181747259427
143,0.5367426666666667,0.006781410489140288,0.45071966666666663,0.004642711946936004
144,0.5361993333333334,0.006768802224585637,0.44982000000000005,0.004690684029719622
145,0.5357586666666667,0.006788690611761729,0.4489263333333333,0.004638968300052171
146,0.5353506666666666,0.006692021734041914,0.4480386666666667,0.004604537279201411
147,0.5347926666666667,0.0066067154387705156,0.447071,0.004747089494276111
148,0.534372,0.006527980443189667,0.44619566666666666,0.004685699829149208
149,0.5338943333333334,0.0065251010890423795,0.44519233333333336,0.004644603630977455
150,0.5334869999999999,0.006492718588285368,0.4443066666666667,0.0046107565780706935
151,0.5330116666666668,0.0064778876358132205,0.44343899999999997,0.0046031009113422575
152,0.5325016666666667,0.006552815900223522,0.44258166666666665,0.004592225700996088
153,0.5320873333333332,0.0066206900110352546,0.44179966666666665,0.004569722554184461
154,0.5317036666666667,0.006689162495326949,0.4409163333333333,0.004505184593579079
155,0.531307,0.006681316087917617,0.44005266666666665,0.004530313479464997
156,0.5308333333333334,0.00677661500226249,0.43916700000000003,0.0044998189593212
157,0.5303086666666667,0.006823310551989286,0.438334,0.004504658255628264
158,0.529929,0.006835097853481439,0.43746833333333335,0.00449039436525966
159,0.5295943333333334,0.006940156306276917,0.4366063333333334,0.004487776460069698
160,0.529234,0.006999561748185859,0.43577533333333335,0.004430532273014403
161,0.528764,0.00697434532172494,0.43498466666666663,0.004513385302507307
162,0.5283113333333334,0.006981452061633645,0.43420299999999995,0.00445222289049714
163,0.5279590000000001,0.0070180541937681735,0.43343233333333336,0.00444534530592269
164,0.5276146666666667,0.00708290290456923,0.43261499999999997,0.004444111684765219
165,0.5271446666666667,0.007161732394392358,0.43180833333333335,0.004341387207896673
166,0.52669,0.007205369664354471,0.430987,0.004294728241305459
