n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
0,1.0399649999999998,0.00032174627684977236,1.039257,0.0005241303909015746
1,0.9903126666666667,0.00028784293556651517,0.9891019999999999,0.0005249025306346969
2,0.9479013333333333,0.0005210197266472165,0.946233,0.00024128130194166108
3,0.911787,0.0005032719609382981,0.9096646666666666,0.00019981547042765028
4,0.8809416666666667,0.0008599729969920868,0.8781956666666666,0.0003213983336747111
5,0.8535683333333334,0.0008134504014108998,0.8503769999999999,0.00035694350626766454
6,0.8298683333333333,0.000985542264723092,0.8260263333333334,0.00017577321247054818
7,0.808849,0.0010023216383310536,0.8043806666666667,0.0001744598011641155
8,0.7904706666666668,0.0007754436722863309,0.785434,0.0005596451256525878
9,0.7741833333333332,0.0008473575920996669,0.768633,0.0005662525938130476
10,0.759595,0.0008672650498358092,0.7535023333333334,0.0006985615378920989
11,0.7466693333333333,0.000979316882094632,0.7400220000000001,0.0008190315419241427
12,0.7352156666666666,0.0008883607875682815,0.7281986666666667,0.0009674217740411429
13,0.7247786666666668,0.0010857631212909775,0.717317,0.0008806315915296407
14,0.7155876666666666,0.0010800229421431683,0.7076863333333333,0.0009738365137719745
15,0.7072789999999999,0.001095029071151384,0.6989653333333333,0.0010965173150580966
16,0.7002216666666666,0.001236451194166458,0.6912873333333334,0.0011219617739576578
17,0.6936426666666667,0.0013003446551673097,0.6842506666666667,0.0013680595341171737
18,0.6877546666666667,0.0014997920596610179,0.677676,0.0012415731955869782
19,0.6823363333333333,0.0016556499898495666,0.67176,0.0011947638539337485
20,0.6775186666666667,0.0017445404998324193,0.6664476666666667,0.0011549618560319887
21,0.6731966666666667,0.0018552197234349677,0.6617526666666667,0.0011099778776573971
22,0.6692873333333332,0.0015852573573047616,0.6573626666666667,0.0013184264189639908
23,0.6657460000000001,0.0015732723858251565,0.6535073333333333,0.001439434225273552
24,0.6621633333333333,0.001695927933479345,0.649381,0.0014273726446400203
25,0.6590293333333334,0.0017019205491313567,0.6457976666666666,0.0014738263880872224
26,0.656218,0.0018221137908118474,0.6424150000000001,0.0013685644546993848
27,0.6536430000000001,0.0019495714058907355,0.6392746666666667,0.0013705454712956255
28,0.6511819999999999,0.0019617468406159188,0.6363583333333334,0.001229476130535097
29,0.6487613333333333,0.0018869471522953627,0.633512,0.0013315276940416667
30,0.6468133333333334,0.001854886579341789,0.63106,0.0014824535968004956
31,0.6447599999999999,0.001769357133725906,0.6285213333333334,0.0015159668715231307
32,0.6429703333333333,0.001776543522936861,0.6261266666666666,0.0016812904435449642
33,0.6412653333333332,0.0016483238624601766,0.6239823333333333,0.0016871119965458773
34,0.6396656666666667,0.0019095242572140735,0.6218873333333333,0.0015557843323831296
35,0.6382300000000001,0.0021479387017944982,0.6198496666666666,0.0013828980037908917
36,0.6367126666666667,0.0020815869480331813,0.617886,0.0015143859041428873
